repo,季均代码参与者数量,季均代码贡献者数量,日均代码提交数量,季均代码提交关联PR的比率,季均PR关联issue的比率,日均PR创建数量,季均代码审查比率,季均代码合并比率,日均提交代码行数,proj_id,季均bug类issue处理时间平均数,季均bug类issue处理时间中位数,日均关闭PR数量,季均issue评论频率,季均issue首次响应时间平均数,季均issue首次响应时间中位数,季均PR处理时间平均数,季均PR处理时间中位数,日均更新issue数量,季均代码审查评论频率,季均最近版本发布次数,季均组织数量,季均组织贡献者数量,日均组织代码提交次数,季均组织持续贡献时间,季均观察贡献者数量,日均观察者贡献次数,季均issue贡献者数量,日均issue贡献次数,日均代码贡献次数,季均个人贡献者数量,日均个人贡献次数,季均访客贡献者数量,日均访客贡献次数,季均常客贡献者数量,日均常客贡献次数,季均核心贡献者数量,日均核心贡献次数
https://github.com/apache/incubator-opendal,56.15384615,36.30769231,1.915594133,0.996541846,0,2.28034188,0.289207316,0.671836709,705.5287125,gitee:apache/incubator-opendal,77.51245385,88.11692308,2.223076923,1.662553846,83.78876923,89.68730769,86.17383846,89.76769231,1.323931624,4.750758577,16,15.84615385,16.07692308,1.094625275,40.92307692,381.6153846,4.376068376,59.30769231,5.304273504,14.87264957,296.3076923,7.826495726,432.0769231,8.202564103,8.692307692,5.508547009,1.461538462,10.8034188
https://github.com/mahkoh/uapi,0,0,0,0,0,0,0,0,0,gitee:mahkoh/uapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307692,0.007692308,0,0,0,0.692307692,0.007692308,0,0,0,0,0.692307692,0
https://github.com/alusch/flipdot,0.384615385,0.384615385,0.015393167,0,0,0,0,0,0.249711378,gitee:alusch/flipdot,0,0,0,0,0,0,0,0,0.005128205,0,1.615384615,0,0,0,0,1.230769231,0.013675214,0.461538462,0.005128205,0.011965812,1.307692308,0.023076923,1,0.011111111,0,0,1,0.017094017
https://github.com/frankmcsherry/graph-map,0,0,0,0,0,0,0,0,0,gitee:frankmcsherry/graph-map,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/alvra/web-lang,0,0,0,0,0,0,0,0,0,gitee:alvra/web-lang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,0.006837607,0,0,0,0.615384615,0.006837607,0,0,0,0,0.615384615,0
https://github.com/jase-k/blockchain-types,0,0,0,0,0,0,0,0,0,gitee:jase-k/blockchain-types,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/ankane/cargo-3pl,0.384615385,0.384615385,0.00855176,0,0,0,0,0,0.621712917,gitee:ankane/cargo-3pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0.384615385,0.008547009,0,0,0,0,0.384615385,0.008547009
https://github.com/CQCL/portgraph,7,5.538461538,0.455808783,0.816376931,0.117030223,0.198290598,0.286146031,0.362264636,17886.22055,gitee:CQCL/portgraph,89.96,89.96,0.193162393,0.051092308,83.98,83.98,81.27686923,88.70192308,0.122222222,4.407051282,5.307692308,1.692307692,3.538461538,0.382262637,4.307692308,1.384615385,0.01965812,2.692307692,0.22991453,1.31965812,2.230769231,0.15982906,3.615384615,0.184615385,1.153846154,0.284615385,1.538461538,1.1
https://github.com/antoninhrlt/lingo,0,0,0,0,0,0,0,0,0,gitee:antoninhrlt/lingo,0,0,0.002564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/MostroP2P/mostro-cli,4,2.461538462,0.721768504,0.924812466,0,0.248717949,0.036250746,0.136206254,56.92906315,gitee:MostroP2P/mostro-cli,70.22359231,79.28153846,0.248717949,0.360253846,85.01692308,85.01692308,89.23294615,89.99115385,0.055555556,0.06958106,6.384615385,0,0,0,0,6.230769231,0.069230769,3.384615385,0.25042735,1.335042735,9.230769231,1.654700855,8,0.302564103,0.230769231,0.048717949,1,1.303418803
https://github.com/Andrew-OHara/aoutils,0,0,0,0,0,0,0,0,0,gitee:Andrew-OHara/aoutils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/andrew-johnson-4/rdxl_atom,0,0,0,0,0,0,0,0,0,gitee:andrew-johnson-4/rdxl_atom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/dfrankland/pixelmatch-rs,0,0,0,0,0,0,0,0,0,gitee:dfrankland/pixelmatch-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/2000Slash/libtetris,0,0,0,0,0,0,0,0,0,gitee:2000Slash/libtetris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/DoumanAsh/rusty-cute-macros,0,0,0,0,0,0,0,0,0,gitee:DoumanAsh/rusty-cute-macros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/harababurel/telereads,0,0,0,0,0,0,0,0,0,gitee:harababurel/telereads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/akito19/guessing_game,0,0,0,0,0,0,0,0,0,gitee:akito19/guessing_game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/andete/quick_atom,0,0,0,0,0,0,0,0,0,gitee:andete/quick_atom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/gnostr-org/gnostr-legit,0,0,0,0,0,0,0,0,0,gitee:gnostr-org/gnostr-legit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/All8Up/jolt-sys,0,0,0,0,0,0,0,0,0,gitee:All8Up/jolt-sys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615385,0.004273504,0,0,0,0.384615385,0.004273504,0,0,0,0,0.384615385,0
https://github.com/01protocol/zo-abi,0,0,0,0,0,0,0,0,0,gitee:01protocol/zo-abi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Goxoy/goxoy-key-value,0,0,0,0,0,0,0,0,0,gitee:Goxoy/goxoy-key-value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/martin-olivier/vangelis,1,1,0.011117287,1,0,0.011111111,0,0,0.177876598,gitee:martin-olivier/vangelis,0,0,0.011111111,0,0,0,90,90,0,0,0,1,1,0.011114286,2,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/DeterminateSystems/nix-installer,11,7,0.667037243,0.933333333,0,0.611111111,0.272727273,0.333333333,124.3246248,gitee:DeterminateSystems/nix-installer,0,0,0.611111111,1.0769,87.9179,89.13,88.4213,89.93,1.333333333,2.5,31,5,5,0.500271429,14,320,3.577777778,104,4.466666667,4.333333333,278,5.266666667,408,5.3,15,2.566666667,1,4.5
https://github.com/EmbarkStudios/cargo-about,1,1,0.074400308,0.653846154,0,0.054700855,0,0,12.48300338,gitee:EmbarkStudios/cargo-about,87.32256923,89.76269231,0.054700855,0.694869231,89.00204615,89.92384615,89.97626154,89.98346154,0.1,0,5.769230769,1,1,0.074401099,2.153846154,21,0.233333333,6.230769231,0.22991453,0.192307692,17,0.201709402,24.23076923,0.299145299,1.307692308,0.029059829,1.461538462,0.327350427
https://github.com/akiradeveloper/ASURA,0,0,0,0,0,0,0,0,0,gitee:akiradeveloper/ASURA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/mlondschien/biosphere,1,1,0.011117287,1,0,0.033333333,0,0,0.04446915,gitee:mlondschien/biosphere,0,0,0.033333333,0,0,0,87.3267,88.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/ClementNerma/Fetchy,1,1,0.259118314,0,0,0,0,0,35.21358019,gitee:ClementNerma/Fetchy,0,0,0,0,0,0,0,0,0,0,22.69230769,0,0,0,0,3.153846154,0.035042735,0,0,0.264957265,2.461538462,0.281196581,3.153846154,0.035042735,0,0,1,0.264957265
https://github.com/advancedresearch/max_tree,0,0,0,0,0,0,0,0,0,gitee:advancedresearch/max_tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/andrew-johnson-4/mxml,0,0,0,0,0,0,0,0,0,gitee:andrew-johnson-4/mxml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/modus-continens/modus,0,0,0,0,0,0,0,0,0,gitee:modus-continens/modus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,0.006837607,0,0,0,0,0,0,0,0,0,0.615384615,0
https://github.com/allie-signet/miku-rpc,0,0,0,0,0,0,0,0,0,gitee:allie-signet/miku-rpc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/kalkyl/ws2812-async,1,0,0,0,0,0.011111111,0,0,0,gitee:kalkyl/ws2812-async,0,0,0,0,0,0,89.99,89.99,0.022222222,0,0,0,0,0,0,3,0.044444444,2,0.033333333,0.011111111,5,0.088888889,2,0.033333333,2,0.022222222,1,0.022222222
https://github.com/cargo-bins/cargo-quickinstall,5.076923077,5,279.956386,0.000524438,0,0.218803419,0.039851453,0.893949589,285.2140078,gitee:cargo-bins/cargo-quickinstall,0,0,0.222222222,0.907692308,89.59600833,89.63916667,89.09649231,89.96692308,0.045299145,0.461538462,0,0.461538462,0.461538462,0.01967033,1,16.38461538,0.182051282,3.153846154,0.102564103,275.5735043,12.76923077,275.642735,19.23076923,0.938461538,0,0,1,274.9196581
https://github.com/Metaswitch/assert-type-eq-rs,0,0,0,0,0,0,0,0,0,gitee:Metaswitch/assert-type-eq-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/keynergy/keynergy,0,0,0,0,0,0,0,0,0,gitee:keynergy/keynergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/clitic/vsd,2,2,0.066703724,0.333333333,0,0.011111111,0,1,7.759866593,gitee:clitic/vsd,14.78,14.78,0.011111111,1,89.425,89.425,89.97,89.97,0.022222222,0,2,1,1,0,1,42,0.488888889,3,0.066666667,0.066666667,40,0.566666667,43,0.5,1,0.022222222,1,0.088888889
https://github.com/agerasev/async-atomic,0.846153846,0.846153846,0.028220806,0,0,0,0,0,6.763586608,gitee:agerasev/async-atomic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,0.006837607,0,0,0.025641026,1.384615385,0.032478632,0.615384615,0.006837607,0,0,0.769230769,0.025641026
https://github.com/Ameliorate/track8-program,0,0,0,0,0,0,0,0,0,gitee:Ameliorate/track8-program,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/8bitTD/send_slack,0,0,0,0,0,0,0,0,0,gitee:8bitTD/send_slack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/a-mackay/raystack_blocking,0,0,0,0,0,0,0,0,0,gitee:a-mackay/raystack_blocking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/kbknapp/wireguard_exporter,0,0,0,0,0,0,0,0,0,gitee:kbknapp/wireguard_exporter,0,0,0,0.076915385,89.85,89.85,0,0,0.017948718,0,2.923076923,0,0,0,0,4.538461538,0.05042735,1.538461538,0.023931624,0,3.384615385,0.041025641,4.461538462,0.04957265,0.076923077,0.001709402,1.230769231,0.01965812
https://github.com/DrPlantabyte/ZArray-rs,1.846153846,1.846153846,0.100910762,0.808275058,0,0.037606838,0,0.294871795,43.95005772,gitee:DrPlantabyte/ZArray-rs,0,0,0.027350427,1.692307692,87.83,87.83,89.42194167,89.45166667,0.018803419,0,0.923076923,0.846153846,0.846153846,0.009404396,0.769230769,0.769230769,0.008547009,1.461538462,0.031623932,0.158119658,0.923076923,0.155555556,0.692307692,0.038461538,0.076923077,0.003418803,0.923076923,0.155555556
https://github.com/angular-rust/yew-components,0,0,0,0,0,0,0,0,0,gitee:angular-rust/yew-components,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769,0.008547009,0,0,0,0.769230769,0.008547009,0,0,0,0,0.769230769,0
https://github.com/felipenoris/bdays,0,0,0,0,0,0,0,0,0,gitee:felipenoris/bdays,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.022222222,0,1,0.011111111,0,0,1,0.011111111,1,0.011111111
https://github.com/laizy/waitgroup-rs,0,0,0,0,0,0,0,0,0,gitee:laizy/waitgroup-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769,0.008547009,0,0,0,0,0,0,0,0,0,0.769230769,0
https://github.com/microsoft/msquic,25.15384615,11.53846154,1.516226964,0.949885554,0.018177443,1.45982906,0.267308749,0.664613764,178.7668363,gitee:microsoft/msquic,63.61538462,60.84653846,1.430769231,1.047038462,79.81536154,84.15884615,83.95344615,88.53576923,1.388034188,11.11445498,13.07692308,3.307692308,6,1.277634066,13.15384615,128.6923077,1.508547009,15.07692308,1.917948718,13.91880342,110.5384615,3.21025641,147.1538462,4.373504274,4.153846154,3.326495726,1.153846154,9.645299145
https://github.com/martinthomson/seq2xypic,0,0,0,0,0,0,0,0,0,gitee:martinthomson/seq2xypic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Apricot-Finance/apricot-client,0,0,0,0,0,0,0,0,0,gitee:Apricot-Finance/apricot-client,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/haizhi-tech/haizhi-rust-rocksdb,10.88888889,10.88888889,0.221110493,0,0,0,0,0,11.11481687,gitee:haizhi-tech/haizhi-rust-rocksdb,0,0,0,0,0,0,0,0,0,0,0,0.888888889,0.888888889,0.01482381,0.888888889,0.444444444,0.004938272,0,0,0.303703704,11.44444444,0.298765432,5.111111111,0.059259259,4.111111111,0.075308642,2.888888889,0.174074074
https://github.com/AkiyukiOkayasu/cic-fixed,0,0,0,0,0,0,0,0,0,gitee:AkiyukiOkayasu/cic-fixed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/alecmocatta/streaming_algorithms,0,0,0,0,0,0,0,0,0,gitee:alecmocatta/streaming_algorithms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384615385,0.015384615,0,0,0,1.307692308,0.014529915,0.384615385,0.004273504,0,0,1,0
https://github.com/ammubhave/coinbase-rs,0,0,0,0,0,0,0,0,0,gitee:ammubhave/coinbase-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/AndreasOlofsson/libnm,0,0,0,0,0,0,0,0,0,gitee:AndreasOlofsson/libnm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/lightclient/create2,0,0,0,0,0,0,0,0,0,gitee:lightclient/create2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/huangjj27/idcard-rs,0,0,0,0,0,0,0,0,0,gitee:huangjj27/idcard-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/ajeetdsouza/tree-sitter-lox,0,0,0,0,0,0,0,0,0,gitee:ajeetdsouza/tree-sitter-lox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923076923,0.01025641,0,0,0,0.923076923,0.01025641,0,0,0,0,0.923076923,0
https://github.com/KaiWitt/seed-xor,0,0,0,0,0,0,0,0,0,gitee:KaiWitt/seed-xor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Ar37-rs/quadoculars,0,0,0,0,0,0,0,0,0,gitee:Ar37-rs/quadoculars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/deepgram-devs/deepgram-rust-sdk,3,2,0.022234575,1,0,0.022222222,0,0.5,0.088938299,gitee:deepgram-devs/deepgram-rust-sdk,0,0,0.033333333,0.5,35.46,35.46,89.995,89.995,0.033333333,0,6,1,1,0.011114286,1,10,0.111111111,3,0.055555556,0.122222222,7,0.1,11,0.133333333,1,0.033333333,2,0.111111111
https://github.com/mrhota/cldr-rs,0,0,0,0,0,0,0,0,0,gitee:mrhota/cldr-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/cucapra/calyx,20.38461538,15.07692308,2.409030658,0.666950508,0.014451385,0.644444444,0.301072032,0.208388514,745.9597212,gitee:cucapra/calyx,42.29445,47.32333333,0.652991453,1.402676923,72.3284,85.085,80.68604615,89.28769231,0.197435897,6.267089744,0.615384615,2.461538462,9.923076923,1.924147253,15.23076923,21.07692308,0.246153846,8.384615385,0.541880342,5.358974359,23.15384615,1.081196581,33.15384615,1.258974359,3.307692308,1.558974359,3.384615385,3.327350427
https://github.com/gcmurphy/osv,2.111111111,1.777777778,0.045704404,0.666666667,0,0.027160494,0,0.555555556,0.074115249,gitee:gcmurphy/osv,0,0,0.032098765,0.277777778,85.68,85.68,86.03037778,86.92222222,0.017283951,0,2.222222222,1.222222222,1.222222222,0.034587302,1.222222222,0.333333333,0.003703704,1.444444444,0.032098765,0.149382716,0,0,1,0.033333333,0,0,1,0.151851852
https://github.com/andber1/remote-xy,0,0,0,0,0,0,0,0,0,gitee:andber1/remote-xy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Arc-blroth/owned_json_deserializer,0,0,0,0,0,0,0,0,0,gitee:Arc-blroth/owned_json_deserializer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/AlexPikalov/cdrs-async,0,0,0,0,0,0,0,0,0,gitee:AlexPikalov/cdrs-async,0,0,0.007692308,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,0.005982906,0,0,0,0,0,0,0,0,0,0.538461538,0
https://github.com/achanda/crdt-rs,0,0,0,0,0,0,0,0,0,gitee:achanda/crdt-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Malanche/cataclysm,1,1,0.033351862,0,0,0,0,0,9.127292941,gitee:Malanche/cataclysm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,1,0.033333333,0,0,0,0,1,0.033333333
https://github.com/apimeister/edi-cli,3,3,0.205242229,0.898191841,0,0.094017094,0,0,7.340830376,gitee:apimeister/edi-cli,0,0,0.090598291,0,0,0,90,90,0,0,0,1,1,0.020518681,1.846153846,0,0,0,0,0.01965812,0,0,0,0,0,0,1,0.01965812
https://github.com/ah-/stm32l151,0,0,0,0,0,0,0,0,0,gitee:ah-/stm32l151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/AitSad/AitSar,0,0,0,0,0,0,0,0,0,gitee:AitSad/AitSar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/fltk-rs/fltk-theme,0,0,0,0,0,0,0,0,0,gitee:fltk-rs/fltk-theme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.122222222,0,0,0,8,0.088888889,10,0.111111111,0,0,1,0
https://github.com/alexcrichton/curl-rust,4.461538462,1.846153846,0.024800103,0.903846154,0,0.036752137,0.166666667,1,98.95668534,gitee:alexcrichton/curl-rust,0,0,0.020512821,0.357692308,89.654375,89.654375,89.20616154,89.80692308,0.071794872,0.923076923,0,0.384615385,0.384615385,0.004274725,0.384615385,18.92307692,0.21025641,6.384615385,0.104273504,0.147008547,16.92307692,0.288888889,20.84615385,0.234188034,2.692307692,0.05982906,2.076923077,0.146153846
https://github.com/amPerl/nif,0,0,0,0,0,0,0,0,0,gitee:amPerl/nif,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.923076923,0.01025641,0,0,0,0.923076923,0.01025641,0,0,0,0,0.923076923,0
https://github.com/archer884/harsh,0,0,0,0,0,0,0,0,0,gitee:archer884/harsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Andy-Python-Programmer/dino,0,0,0,0,0,0,0,0,0,gitee:Andy-Python-Programmer/dino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/angular-rust/ruex,0,0,0,0,0,0,0,0,0,gitee:angular-rust/ruex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/jamesmunns/teensy3-rs,0,0,0,0,0,0,0,0,0,gitee:jamesmunns/teensy3-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076923077,0.023076923,0,0,0,0.769230769,0.008547009,1.076923077,0.011965812,0,0,1,0
https://github.com/andrewlowndes/sync_stream,0,0,0,0,0,0,0,0,0,gitee:andrewlowndes/sync_stream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/andrew-johnson-4/rdxl_static_macros,0,0,0,0,0,0,0,0,0,gitee:andrew-johnson-4/rdxl_static_macros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Byron/google-apis-rs,4.230769231,1.692307692,0.082096891,0.846153846,0.051282051,0.05982906,0.228937729,0.782051282,9186.753324,gitee:Byron/google-apis-rs,33.724,33.724,0.056410256,2.011530769,88.02935385,88.31269231,87.3261,89.78423077,0.02991453,0.769230769,4.538461538,1.538461538,1.538461538,0.077824176,1.615384615,26.30769231,0.296581197,4.846153846,0.142735043,0.335897436,16.30769231,0.453846154,27.61538462,0.352991453,1.692307692,0.129059829,1.384615385,0.283760684
https://github.com/andrewhickman/small-ord-set,0,0,0,0,0,0,0,0,0,gitee:andrewhickman/small-ord-set,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/itzmeanjan/turboshake,0.333333333,0.333333333,0.198875919,0.333333333,0,0.012345679,0,0,13.06034217,gitee:itzmeanjan/turboshake,0,0,0.012345679,0,0,0,89.81666667,89.86833333,0.007407407,0,0,0,0,0,0,0,0,0.222222222,0.007407407,0.144444444,0.222222222,0.151851852,0,0,0,0,0.222222222,0.151851852
https://github.com/jonlamb-gh/electricui-embedded-rs,0,0,0,0,0,0,0,0,0,gitee:jonlamb-gh/electricui-embedded-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011111111,0,0,0,0,0,0,0,0,0,1,0
https://github.com/huonw/sisfft,0,0,0,0,0,0,0,0,0,gitee:huonw/sisfft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/448-ENGINEERING/EasyJNI,0,0,0,0,0,0,0,0,0,gitee:448-ENGINEERING/EasyJNI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/eth-cscs/mesa,1,1,1.767648694,0,0,0,0,0,308.8519263,gitee:eth-cscs/mesa,0,0,0,0,0,0,0,0,0.012820513,0,0,0.923076923,0.923076923,1.680420879,11.53846154,0.846153846,0.009401709,0.461538462,0.015384615,1.613675214,0.846153846,0.009401709,0.846153846,0.009401709,0,0,1,1.629059829
https://github.com/afsec/sqlite-rs,0,0,0,0,0,0,0,0,0,gitee:afsec/sqlite-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/alexobolev/speculate-rs,0,0,0,0,0,0,0,0,0,gitee:alexobolev/speculate-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/dekellum/hyperx,0,0,0,0,0,0,0,0,0,gitee:dekellum/hyperx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/Interfiber/pak,0,0,0,0,0,0,0,0,0,gitee:Interfiber/pak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/leafwing-studios/leafwing-input-manager,12.07692308,8.307692308,0.1351178,0.942249461,0,0.166666667,0.074564131,0.932783883,20.32753239,gitee:leafwing-studios/leafwing-input-manager,56.21442308,58.32730769,0.153846154,0.672107692,89.72233846,89.77692308,83.60813077,89.36192308,0.1,1.384615385,0,0.461538462,0.461538462,0.00512967,0.461538462,64.46153846,0.731623932,6.307692308,0.284615385,0.71025641,60.53846154,0.946153846,68,0.886324786,4.384615385,0.190598291,1,0.616239316
https://github.com/manishsingh10895/ets-cli,0,0,0,0,0,0,0,0,0,gitee:manishsingh10895/ets-cli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/4lDO2/real-async-trait-rs,0,0,0,0,0,0,0,0,0,gitee:4lDO2/real-async-trait-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,0.005982906,0,0,0,0,0,0,0,0,0,0.538461538,0
https://github.com/amachang/system_status_bar_macos,0,0,0,0,0,0,0,0,0,gitee:amachang/system_status_bar_macos,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0,3.076923077,0.041025641,0.461538462,0.005128205,0,1.846153846,0.020512821,2.538461538,0.035042735,0,0,1,0.005128205
https://github.com/adrien3d/netatmo-api-rs,0,0,0,0,0,0,0,0,0,gitee:adrien3d/netatmo-api-rs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/LukasKalbertodt/floof,0,0,0,0,0,0,0,0,0,gitee:LukasKalbertodt/floof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://github.com/arlyon/async-stripe,10.23076923,2.230769231,0.150510968,1,0,0.286324786,0.073882997,0.926282051,3624.428956,gitee:arlyon/async-stripe,36.60427692,31.30923077,0.137606838,0.716684615,63.09300769,66.68346154,49.54915385,49.08076923,0.123076923,1.358974359,13.30769231,0,0,0,0,41,0.473504274,11.46153846,0.291452991,0.462393162,30.92307692,0.705982906,45.92307692,0.594017094,4.615384615,0.190598291,2.692307692,0.427350427
